Unnamed: 0,book_title,review_content,rating,label,clean_review,tokens,tokens_str
9010,설민석의 삼국지 1,이게 바로 공손찬 보고 손찬이 형님한다는 그 삼국지 책인가요?공손찬이 공씨였구나... ㅎㅎ,1,0,이게 바로 공손찬 보고 손찬이 형님한다는 그 삼국지 책인가요 공손찬이 공씨였구나   ,"['이', '게', '바로', '공손찬', '보고', '손찬', '이', '형님', '한다는', '그', '삼국지', '책', '인가요', '공손찬', '이', '공씨', '였구나']",이 게 바로 공손찬 보고 손찬 이 형님 한다는 그 삼국지 책 인가요 공손찬 이 공씨 였구나
9011,반일 종족주의,여기에도 극우 일베들 많구나쯔쯔,1,0,여기에도 극우 일베들 많구나쯔쯔,"['여기', '에도', '극우', '일베', '들', '많구나', '쯔쯔']",여기 에도 극우 일베 들 많구나 쯔쯔
9012,알츠하이머의 종말,"그리고 알츠하이머에 대한 관심이 없다면 읽어 내려가기에는 다소 어렵겠으나요약하자면 알츠하이머는 집의 지붕에 30여개의 구멍이 뚤릴수 있는 가능성이 복합적으로 존재하는데 이걸 물이 안새게 하려면 1개만 막아서는 안되고 원인이 되는 물질을 찾아서 복합적으로 적용해야 한다는 얘기.. 즉 복합적인 원인이라 기존에는 원인도 밝히기 어려웠고, 치료법은 더더욱 어려워 불치의 병이라 생각하고 체념하고 있지만 여러 임상에서 효과적인 리코드 프로그램을 도입하여 입증 된 사례들이 있으므로 희망을 버리지 말고 자신에 맞는 프로그램을 찾아 적용하라는 얘기...+ 더보기",2,0,그리고 알츠하이머에 대한 관심이 없다면 읽어 내려가기에는 다소 어렵겠으나요약하자면 알츠하이머는 집의 지붕에  여개의 구멍이 뚤릴수 있는 가능성이 복합적으로 존재하는데 이걸 물이 안새게 하려면  개만 막아서는 안되고 원인이 되는 물질을 찾아서 복합적으로 적용해야 한다는 얘기  즉 복합적인 원인이라 기존에는 원인도 밝히기 어려웠고  치료법은 더더욱 어려워 불치의 병이라 생각하고 체념하고 있지만 여러 임상에서 효과적인 리코드 프로그램을 도입하여 입증 된 사례들이 있으므로 희망을 버리지 말고 자신에 맞는 프로그램을 찾아 적용하라는 얘기  더보기,"['그리고', '알츠하이머', '에', '대한', '관심', '이', '없다면', '읽어', '내려가기에는', '다소', '어렵겠으나요', '약하자면', '알츠하이머', '는', '집의', '지붕', '에', '여개', '의', '구멍', '이', '뚤릴수', '있는', '가능성', '이', '복합', '적', '으로', '존재', '하는데', '이', '걸', '물이', '안', '새게', '하려면', '개', '만', '막아서는', '안되고', '원인', '이', '되는', '물질', '을', '찾아서', '복합', '적', '으로', '적용', '해야', '한다는', '얘기', '즉', '복합', '적', '인', '원인', '이라', '기존', '에는', '원인', '도', '밝히기', '어려웠고', '치료법', '은', '더', '더욱', '어려워', '불치', '의', '병', '이라', '생각', '하고', '체념하고', '있지만', '여러', '임', '상', '에서', '효과', '적', '인', '리', '코드', '프로그램', '을', '도입', '하여', '입증', '된', '사례', '들', '이', '있으므로', '희망', '을', '버리지', '말고', '자신', '에', '맞는', '프로그램', '을', '찾아', '적용', '하', '라는', '얘기', '더', '보기']",그리고 알츠하이머 에 대한 관심 이 없다면 읽어 내려가기에는 다소 어렵겠으나요 약하자면 알츠하이머 는 집의 지붕 에 여개 의 구멍 이 뚤릴수 있는 가능성 이 복합 적 으로 존재 하는데 이 걸 물이 안 새게 하려면 개 만 막아서는 안되고 원인 이 되는 물질 을 찾아서 복합 적 으로 적용 해야 한다는 얘기 즉 복합 적 인 원인 이라 기존 에는 원인 도 밝히기 어려웠고 치료법 은 더 더욱 어려워 불치 의 병 이라 생각 하고 체념하고 있지만 여러 임 상 에서 효과 적 인 리 코드 프로그램 을 도입 하여 입증 된 사례 들 이 있으므로 희망 을 버리지 말고 자신 에 맞는 프로그램 을 찾아 적용 하 라는 얘기 더 보기
9013,사하맨션,음.. 역시 안좋다,1,0,음  역시 안좋다,"['음', '역시', '안좋다']",음 역시 안좋다
9014,슬라보예 지젝,"속표지의 인용부터 틀렸다.지젝은 마르크스의 저 말을 자신의 신조라고 인용하지 않았다.오히려 지금은 행동을 멈추고 다시 생각하고 세계에 대한 새로운 해석을 내놓아야 할 때라고 했다.어떻게 저렇게 잘못된 인용을 속표지에 지젝의 말풍선으로 달아놓을 수 있는지, 안타깝다",1,0,속표지의 인용부터 틀렸다 지젝은 마르크스의 저 말을 자신의 신조라고 인용하지 않았다 오히려 지금은 행동을 멈추고 다시 생각하고 세계에 대한 새로운 해석을 내놓아야 할 때라고 했다 어떻게 저렇게 잘못된 인용을 속표지에 지젝의 말풍선으로 달아놓을 수 있는지  안타깝다,"['속표지', '의', '인용', '부터', '틀렸다', '지젝', '은', '마르크스', '의', '저', '말', '을', '자신', '의', '신조', '라고', '인용', '하지', '않았다', '오히려', '지금', '은', '행동', '을', '멈추고', '다시', '생각', '하고', '세계', '에', '대한', '새로운', '해석', '을', '내놓아야', '할', '때', '라고', '했다', '어떻게', '저렇게', '잘', '못', '된', '인용', '을', '속표지', '에', '지젝', '의', '말풍선', '으로', '달아놓을', '수', '있는지', '안타깝다']",속표지 의 인용 부터 틀렸다 지젝 은 마르크스 의 저 말 을 자신 의 신조 라고 인용 하지 않았다 오히려 지금 은 행동 을 멈추고 다시 생각 하고 세계 에 대한 새로운 해석 을 내놓아야 할 때 라고 했다 어떻게 저렇게 잘 못 된 인용 을 속표지 에 지젝 의 말풍선 으로 달아놓을 수 있는지 안타깝다
9015,경영혁신을 위한 생성형 AI 이해와 활용,인공지능의 역사를 배울려고 책을 사는 게 아닌데,2,0,인공지능의 역사를 배울려고 책을 사는 게 아닌데,"['인공', '지능', '의', '역사', '를', '배울려고', '책', '을', '사는', '게', '아닌데']",인공 지능 의 역사 를 배울려고 책 을 사는 게 아닌데
9016,Node.js 교과서,"가독성이 너무 떨어져서 일기 너무 힘듬, 페이지를 반응형으로 만들어 놔서 알라딘ebook 앱의 창크기에 따라 내용이 많이 들어가고 점점더 읽기 힘들어짐. 사용자 친화적이지 못 함",2,0,가독성이 너무 떨어져서 일기 너무 힘듬  페이지를 반응형으로 만들어 놔서 알라딘  앱의 창크기에 따라 내용이 많이 들어가고 점점더 읽기 힘들어짐  사용자 친화적이지 못 함,"['가독성', '이', '너무', '떨어져서', '일기', '너무', '힘듬', '페이지', '를', '반응', '형', '으로', '만들어', '놔서', '알라딘', '앱', '의', '창', '크기', '에', '따라', '내용', '이', '많이', '들어가고', '점점', '더', '읽기', '힘들어', '짐', '사용자', '친', '화', '적', '이지', '못', '함']",가독성 이 너무 떨어져서 일기 너무 힘듬 페이지 를 반응 형 으로 만들어 놔서 알라딘 앱 의 창 크기 에 따라 내용 이 많이 들어가고 점점 더 읽기 힘들어 짐 사용자 친 화 적 이지 못 함
9017,세종은 과연 성군인가,"17, 18세기까지 노예무역이 이루어 졌던 유럽과 미국의 역사나 이야기하시죠? 세종대왕은 15세기 사람입니다. 전체적 역사의 흐름을 뛰어넘어서 지금의 잣대로 당대를 바라보는 건 역사학자가 저지를 수 있는 가장 큰 실수이자 오류입니다. 보지마세요 이런 책.",1,0,세기까지 노예무역이 이루어 졌던 유럽과 미국의 역사나 이야기하시죠  세종대왕은  세기 사람입니다  전체적 역사의 흐름을 뛰어넘어서 지금의 잣대로 당대를 바라보는 건 역사학자가 저지를 수 있는 가장 큰 실수이자 오류입니다  보지마세요 이런 책 ,"['세기', '까지', '노예무역', '이', '이루어', '졌던', '유럽', '과', '미국', '의', '역사', '나', '이야기', '하시죠', '세종대왕', '은', '세기', '사람', '입니다', '전체', '적', '역사', '의', '흐름', '을', '뛰어넘어서', '지금', '의', '잣', '대로', '당대', '를', '바라보는', '건', '역사학자', '가', '저지를', '수', '있는', '가장', '큰', '실수', '이자', '오류', '입니다', '보지', '마세요', '이런', '책']",세기 까지 노예무역 이 이루어 졌던 유럽 과 미국 의 역사 나 이야기 하시죠 세종대왕 은 세기 사람 입니다 전체 적 역사 의 흐름 을 뛰어넘어서 지금 의 잣 대로 당대 를 바라보는 건 역사학자 가 저지를 수 있는 가장 큰 실수 이자 오류 입니다 보지 마세요 이런 책
9018,엄마를 부탁해,이 책이 아직도 팔리고 있다니 정말 놀랍네요,1,0,이 책이 아직도 팔리고 있다니 정말 놀랍네요,"['이', '책', '이', '아직도', '팔리고', '있다니', '정말', '놀랍네요']",이 책 이 아직도 팔리고 있다니 정말 놀랍네요
9019,현대미술 강의,책 자체의 내용은 좋으나 다른 해외 책들을 고스란히 베껴와 짜깁기한 부분이 많다는 것이 문제. 특히 Art Since 1900에서 많은 차용을 했으며 세미콜론에서 출간한 번역서와 비교해보면 거의 그대로 표절했다는 것을 알 수 있다.,1,0,책 자체의 내용은 좋으나 다른 해외 책들을 고스란히 베껴와 짜깁기한 부분이 많다는 것이 문제  특히      에서 많은 차용을 했으며 세미콜론에서 출간한 번역서와 비교해보면 거의 그대로 표절했다는 것을 알 수 있다 ,"['책', '자체', '의', '내용', '은', '좋으나', '다른', '해외', '책', '들', '을', '고스', '란', '히', '베', '껴와', '짜깁', '기한', '부분', '이', '많다는', '것', '이', '문제', '특히', '에서', '많은', '차용', '을', '했으며', '세미콜론', '에서', '출', '간', '한', '번역', '서', '와', '비교', '해보면', '거의', '그대로', '표절', '했다는', '것', '을', '알', '수', '있다']",책 자체 의 내용 은 좋으나 다른 해외 책 들 을 고스 란 히 베 껴와 짜깁 기한 부분 이 많다는 것 이 문제 특히 에서 많은 차용 을 했으며 세미콜론 에서 출 간 한 번역 서 와 비교 해보면 거의 그대로 표절 했다는 것 을 알 수 있다
9020,[세트] 문명 1~2 - 전2권,베르나르 베르베르하고는 묘하게 안 맞는다..혹시나 싶어 아주 오랫만에 다시 시도해 보았지만읽으면서 계속 작가와 싸우는 느낌..,2,0,베르나르 베르베르하고는 묘하게 안 맞는다 혹시나 싶어 아주 오랫만에 다시 시도해 보았지만읽으면서 계속 작가와 싸우는 느낌 ,"['베르나르', '베르베르', '하고는', '묘', '하게', '안', '맞는다', '혹시', '나', '싶어', '아주', '오랫', '만', '에', '다시', '시도', '해', '보았지만', '읽으면서', '계속', '작가', '와', '싸우는', '느낌']",베르나르 베르베르 하고는 묘 하게 안 맞는다 혹시 나 싶어 아주 오랫 만 에 다시 시도 해 보았지만 읽으면서 계속 작가 와 싸우는 느낌
9021,내 이름은 빨강 1,"기대가 많은 책이었는데 터키 소설이라는 이질감 때문인지 쉽게 읽히지 않았다한마디로 몰입이 안 된다""신탁의 밤""을 읽을 때처럼 생각과 눈이 따로 놀았다이거 읽다가 결국 졸았다대충 읽었는데 인칭의 변화가 잦아 더 혼란스러웠다터키인들의 풍습과 사고 방식을 이해한다는 건 이렇게 어려운 일일까? 광고에 의하면 이슬람 제국의 세밀화가 이야기라고 한다어떤 소설은 현실과 구분이 안 갈 만큼 빨려 들게 하는데, 대체로 소설에 몰두하기는 힘든 법이다""달의 궁전"" 만큼 나를 몰두하게 만드는 책은 드물다사실 오스터의 다른 소설들은 별로였다그래도 ""달의...+ 더보기",2,0,기대가 많은 책이었는데 터키 소설이라는 이질감 때문인지 쉽게 읽히지 않았다한마디로 몰입이 안 된다 신탁의 밤 을 읽을 때처럼 생각과 눈이 따로 놀았다이거 읽다가 결국 졸았다대충 읽었는데 인칭의 변화가 잦아 더 혼란스러웠다터키인들의 풍습과 사고 방식을 이해한다는 건 이렇게 어려운 일일까  광고에 의하면 이슬람 제국의 세밀화가 이야기라고 한다어떤 소설은 현실과 구분이 안 갈 만큼 빨려 들게 하는데  대체로 소설에 몰두하기는 힘든 법이다 달의 궁전  만큼 나를 몰두하게 만드는 책은 드물다사실 오스터의 다른 소설들은 별로였다그래도  달의  더보기,"['기대', '가', '많은', '책', '이었는데', '터키', '소설', '이라는', '이', '질감', '때문', '인지', '쉽게', '읽히지', '않았다', '한마디', '로', '몰입', '이', '안', '된다', '신탁', '의', '밤', '을', '읽을', '때', '처럼', '생각', '과', '눈', '이', '따로', '놀았다이거', '읽다가', '결국', '졸았다', '대충', '읽었는데', '인칭', '의', '변화', '가', '잦아', '더', '혼란', '스러웠다', '터키인', '들', '의', '풍습', '과', '사고', '방식', '을', '이해', '한다는', '건', '이렇게', '어려운', '일일', '까', '광고', '에', '의하면', '이슬람', '제국', '의', '세밀화', '가', '이야기', '라고', '한다', '어떤', '소설', '은', '현실', '과', '구분', '이', '안', '갈', '만큼', '빨려', '들게', '하는데', '대체로', '소설', '에', '몰두하기는', '힘든', '법', '이다', '달', '의', '궁전', '만큼', '나를', '몰두하게', '만드는', '책', '은', '드물다', '사실', '오스', '터', '의', '다른', '소설', '들', '은', '별로', '였다', '그래도', '달', '의', '더', '보기']",기대 가 많은 책 이었는데 터키 소설 이라는 이 질감 때문 인지 쉽게 읽히지 않았다 한마디 로 몰입 이 안 된다 신탁 의 밤 을 읽을 때 처럼 생각 과 눈 이 따로 놀았다이거 읽다가 결국 졸았다 대충 읽었는데 인칭 의 변화 가 잦아 더 혼란 스러웠다 터키인 들 의 풍습 과 사고 방식 을 이해 한다는 건 이렇게 어려운 일일 까 광고 에 의하면 이슬람 제국 의 세밀화 가 이야기 라고 한다 어떤 소설 은 현실 과 구분 이 안 갈 만큼 빨려 들게 하는데 대체로 소설 에 몰두하기는 힘든 법 이다 달 의 궁전 만큼 나를 몰두하게 만드는 책 은 드물다 사실 오스 터 의 다른 소설 들 은 별로 였다 그래도 달 의 더 보기
