Unnamed: 0,book_title,review_content,rating,label,clean_review,tokens,tokens_str
10,챗GPT와 웹소설 쓰기,저자 소개만 봐도 창작자로서의 저작권의식과 윤리의식이 부족해보이네요. 신뢰가 안갑니다 다른 작법서를 무단으로 갈아넣은 챗 지피티를 이용해 만들었을것같군요. 결국 출간한 책은 없고 열심히 돈쓰며 읽은걸 내세우며 책쓰는 작법서라니..,1,0,저자 소개만 봐도 창작자로서의 저작권의식과 윤리의식이 부족해보이네요  신뢰가 안갑니다 다른 작법서를 무단으로 갈아넣은 챗 지피티를 이용해 만들었을것같군요  결국 출간한 책은 없고 열심히 돈쓰며 읽은걸 내세우며 책쓰는 작법서라니 ,"['저자', '소개', '만', '봐도', '창작', '자', '로서', '의', '저작권', '의식', '과', '윤리', '의식', '이', '부족', '해보이네요', '신뢰', '가', '안', '갑니다', '다른', '작법', '서', '를', '무단', '으로', '갈아', '넣은', '챗', '지피', '티', '를', '이용', '해', '만들었을것', '같군요', '결국', '출', '간', '한', '책', '은', '없고', '열심히', '돈', '쓰며', '읽은걸', '내세우며', '책', '쓰는', '작법', '서라니']",저자 소개 만 봐도 창작 자 로서 의 저작권 의식 과 윤리 의식 이 부족 해보이네요 신뢰 가 안 갑니다 다른 작법 서 를 무단 으로 갈아 넣은 챗 지피 티 를 이용 해 만들었을것 같군요 결국 출 간 한 책 은 없고 열심히 돈 쓰며 읽은걸 내세우며 책 쓰는 작법 서라니
11,암의 진실,"안아키의 사주를 받은 것인가.의학은 깊은 전문성이 요구되기에 그에 따라 환자와 의사 사이에서 정보의 비대칭이 일어날 수 밖에 없지만, 마치 의사를 정보를 감추고 이익을 취하는 사람처럼 묘사하는 건 잘못된 생각입니다",1,0,안아키의 사주를 받은 것인가 의학은 깊은 전문성이 요구되기에 그에 따라 환자와 의사 사이에서 정보의 비대칭이 일어날 수 밖에 없지만  마치 의사를 정보를 감추고 이익을 취하는 사람처럼 묘사하는 건 잘못된 생각입니다,"['안', '아키', '의', '사주', '를', '받은', '것', '인가', '의학', '은', '깊은', '전문성', '이', '요구', '되기에', '그', '에', '따라', '환자', '와', '의사', '사이', '에서', '정보', '의', '비', '대칭', '이', '일어날', '수', '밖에', '없지만', '마치', '의사', '를', '정보', '를', '감추고', '이익', '을', '취하', '는', '사람', '처럼', '묘사', '하는', '건', '잘', '못', '된', '생각', '입니다']",안 아키 의 사주 를 받은 것 인가 의학 은 깊은 전문성 이 요구 되기에 그 에 따라 환자 와 의사 사이 에서 정보 의 비 대칭 이 일어날 수 밖에 없지만 마치 의사 를 정보 를 감추고 이익 을 취하 는 사람 처럼 묘사 하는 건 잘 못 된 생각 입니다
12,채식주의자 (리마스터판),노벨상수상이란 이유만으로 이런선정적인 내용이 아이들도서관에 비치되는것은 반대입니다.,1,0,노벨상수상이란 이유만으로 이런선정적인 내용이 아이들도서관에 비치되는것은 반대입니다 ,"['노벨상', '수상', '이란', '이유', '만으로', '이런', '선정', '적', '인', '내용', '이', '아이', '들', '도서관', '에', '비치', '되는것은', '반대', '입니다']",노벨상 수상 이란 이유 만으로 이런 선정 적 인 내용 이 아이 들 도서관 에 비치 되는것은 반대 입니다
13,달러구트 꿈 백화점,너무 재미없었어요... 해리포터랑 비교한 사람 누구야? 나와!!,2,0,너무 재미없었어요  해리포터랑 비교한 사람 누구야  나와 ,"['너무', '재미없었어요', '해리포터', '랑', '비교', '한', '사람', '누구', '야', '나와']",너무 재미없었어요 해리포터 랑 비교 한 사람 누구 야 나와
14,지구를 위한다는 착각,"현재 환경운동은 본질을 넘어선 극단적이고 위선적인 운동 양상도 경계해야겠지만, 지구적 불평등에 대한 개선없이 자본의 편에 선 기업과 정부의 정책에 대해서도 의심해봐야 합니다. 이른바 녹색 자본주의 진영이라 불리는 것인데.. 이 책의 목차를 훑으면 그런 진영의 책이 아닌가 의심하게 됩니다. 위험성이 크고 안전규제 단가가 올라가는 원전 사업을 긍정하며 재생에너지에 대한 노력을 폄훼하는 식으로 쓰여져 기존 기득권 질서를 옹호하는 글이 아닌가 매우 우려됩니다.지금 기후위기가 시급함에도, 환경운동에 대해 관심이 크지 않은 국내의 무...+ 더보기",1,0,현재 환경운동은 본질을 넘어선 극단적이고 위선적인 운동 양상도 경계해야겠지만  지구적 불평등에 대한 개선없이 자본의 편에 선 기업과 정부의 정책에 대해서도 의심해봐야 합니다  이른바 녹색 자본주의 진영이라 불리는 것인데  이 책의 목차를 훑으면 그런 진영의 책이 아닌가 의심하게 됩니다  위험성이 크고 안전규제 단가가 올라가는 원전 사업을 긍정하며 재생에너지에 대한 노력을 폄훼하는 식으로 쓰여져 기존 기득권 질서를 옹호하는 글이 아닌가 매우 우려됩니다 지금 기후위기가 시급함에도  환경운동에 대해 관심이 크지 않은 국내의 무  더보기,"['현재', '환경운동', '은', '본질', '을', '넘어선', '극단', '적', '이고', '위선', '적', '인', '운동', '양상', '도', '경계', '해야겠지만', '지구', '적', '불평등', '에', '대한', '개선', '없이', '자본', '의', '편', '에', '선', '기업', '과', '정부', '의', '정책', '에', '대해', '서도', '의심', '해봐야', '합니다', '이른바', '녹색', '자본주의', '진영', '이라', '불리는', '것', '인데', '이', '책', '의', '목차', '를', '훑으면', '그런', '진영', '의', '책', '이', '아닌가', '의심', '하게', '됩니다', '위험성', '이', '크고', '안전', '규제', '단가', '가', '올라가는', '원전', '사업', '을', '긍정', '하며', '재생에너지', '에', '대한', '노력', '을', '폄훼하', '는', '식', '으로', '쓰여져', '기존', '기득권', '질서', '를', '옹호', '하는', '글', '이', '아닌가', '매우', '우려', '됩니다', '지금', '기후', '위기', '가', '시급함에도', '환경운동', '에', '대해', '관심', '이', '크지', '않은', '국내', '의', '무', '더', '보기']",현재 환경운동 은 본질 을 넘어선 극단 적 이고 위선 적 인 운동 양상 도 경계 해야겠지만 지구 적 불평등 에 대한 개선 없이 자본 의 편 에 선 기업 과 정부 의 정책 에 대해 서도 의심 해봐야 합니다 이른바 녹색 자본주의 진영 이라 불리는 것 인데 이 책 의 목차 를 훑으면 그런 진영 의 책 이 아닌가 의심 하게 됩니다 위험성 이 크고 안전 규제 단가 가 올라가는 원전 사업 을 긍정 하며 재생에너지 에 대한 노력 을 폄훼하 는 식 으로 쓰여져 기존 기득권 질서 를 옹호 하는 글 이 아닌가 매우 우려 됩니다 지금 기후 위기 가 시급함에도 환경운동 에 대해 관심 이 크지 않은 국내 의 무 더 보기
15,너에게 가려고 강을 만들었다,"노래책시렁 29《너에게 가려고 강을 만들었다》 안도현 창비 2004.9.15. 교과서에서 다룰 수 있는 문학은 몇 가지 안 됩니다. 학교도서관이나 공공도서관에서는 모든 책을 건사하지 않습니다. 저는 초·중·고등학교를 다니며 교과서로 문학을 배울 적에 처음에는 ‘교과서에 실리지 않은 문학’이 있는 줄 몰랐고, 나중에는 교과서에 안 실리거나 못 실린 문학이 엄청나게 많은 줄 느꼈으며, 이윽고 교과서에 어느 문학을 누가 넣느냐 하는 대목에서 퍽 얄궂구나 싶었어요. 교사가 안 가르치면 학생은 모르고, ...+ 더보기",2,0,노래책시렁  너에게 가려고 강을 만들었다  안도현 창비   교과서에서 다룰 수 있는 문학은 몇 가지 안 됩니다  학교도서관이나 공공도서관에서는 모든 책을 건사하지 않습니다  저는 초 중 고등학교를 다니며 교과서로 문학을 배울 적에 처음에는  교과서에 실리지 않은 문학 이 있는 줄 몰랐고  나중에는 교과서에 안 실리거나 못 실린 문학이 엄청나게 많은 줄 느꼈으며  이윽고 교과서에 어느 문학을 누가 넣느냐 하는 대목에서 퍽 얄궂구나 싶었어요  교사가 안 가르치면 학생은 모르고    더보기,"['노래', '책', '시렁', '너', '에게', '가려고', '강', '을', '만들었다', '안도현', '창비', '교과서', '에서', '다룰', '수', '있는', '문학', '은', '몇', '가지', '안', '됩니다', '학교', '도서관', '이나', '공공', '도서관', '에서는', '모든', '책', '을', '건', '사하지', '않습니다', '저', '는', '초', '중', '고등학교', '를', '다니며', '교과서', '로', '문학', '을', '배울', '적', '에', '처음', '에는', '교과서', '에', '실리', '지', '않은', '문학', '이', '있는', '줄', '몰랐고', '나중', '에는', '교과서', '에', '안', '실리거나', '못', '실린', '문학', '이', '엄청나게', '많은', '줄', '느꼈으며', '이윽고', '교과서', '에', '어느', '문학', '을', '누가', '넣느냐', '하는', '대목', '에서', '퍽', '얄궂구', '나', '싶었어요', '교사', '가', '안', '가르치면', '학생', '은', '모르고', '더', '보기']",노래 책 시렁 너 에게 가려고 강 을 만들었다 안도현 창비 교과서 에서 다룰 수 있는 문학 은 몇 가지 안 됩니다 학교 도서관 이나 공공 도서관 에서는 모든 책 을 건 사하지 않습니다 저 는 초 중 고등학교 를 다니며 교과서 로 문학 을 배울 적 에 처음 에는 교과서 에 실리 지 않은 문학 이 있는 줄 몰랐고 나중 에는 교과서 에 안 실리거나 못 실린 문학 이 엄청나게 많은 줄 느꼈으며 이윽고 교과서 에 어느 문학 을 누가 넣느냐 하는 대목 에서 퍽 얄궂구 나 싶었어요 교사 가 안 가르치면 학생 은 모르고 더 보기
16,필사의 탐독,영화평론가들의 언어 유희. 임권택 감독의 취화선 취재일기만 다소 거기서 벗어나 있다. 난 조선희 정도로 만족할란다.,2,0,영화평론가들의 언어 유희  임권택 감독의 취화선 취재일기만 다소 거기서 벗어나 있다  난 조선희 정도로 만족할란다 ,"['영화평론가', '들', '의', '언어', '유희', '임권택', '감독', '의', '취화선', '취재', '일', '기만', '다소', '거기', '서', '벗어나', '있다', '난', '조선희', '정도', '로', '만족할란다']",영화평론가 들 의 언어 유희 임권택 감독 의 취화선 취재 일 기만 다소 거기 서 벗어나 있다 난 조선희 정도 로 만족할란다
17,파란펜 공부법,"일본식 자기개발서가 그렇듯이 내용은 제목에 다 있음파란펜으로 공부하라는게 다인 책몇줄 정리하자면..*선택-집중-계속*곧바로 한다. 반드시 한다, 될때까지 한다.*오감을 사용함으로써 뇌가 활성화되고 암기가 가능하다.*노트는 분권하지 말고 한 권에 정리하라!*하나의 주제를 노트에 펼친 페이지에 모두 적으라. -> 일람성*처음에는 전체를 한눈에 본다전체 ->부분 순으로 본다. ; 펼침노트를 활용한다논점을 정리하기 위해 접속사를 적어라! -> 접속사를 기호화 하여 시간을 단축*자주나오는 말을 축약한다*접속사를 도식화 한다*...+ 더보기",2,0,일본식 자기개발서가 그렇듯이 내용은 제목에 다 있음파란펜으로 공부하라는게 다인 책몇줄 정리하자면 선택 집중 계속 곧바로 한다  반드시 한다  될때까지 한다 오감을 사용함으로써 뇌가 활성화되고 암기가 가능하다 노트는 분권하지 말고 한 권에 정리하라 하나의 주제를 노트에 펼친 페이지에 모두 적으라    일람성 처음에는 전체를 한눈에 본다전체  부분 순으로 본다    펼침노트를 활용한다논점을 정리하기 위해 접속사를 적어라    접속사를 기호화 하여 시간을 단축 자주나오는 말을 축약한다 접속사를 도식화 한다  더보기,"['일본', '식', '자기개발서', '가', '그렇듯이', '내용', '은', '제목', '에', '다', '있음', '파란', '펜', '으로', '공부', '하', '라는', '게', '다인', '책', '몇', '줄', '정리', '하자면', '선택', '집중', '계속', '곧바로', '한다', '반드시', '한다', '될', '때', '까지', '한다', '오감', '을', '사용', '함', '으로써', '뇌', '가', '활성화', '되고', '암기', '가', '가능하다', '노트', '는', '분권', '하지', '말고', '한', '권', '에', '정리', '하라', '하나', '의', '주제', '를', '노트', '에', '펼친', '페이지', '에', '모두', '적으라', '일람', '성', '처음', '에는', '전체', '를', '한눈', '에', '본다', '전체', '부분', '순', '으로', '본다', '펼침', '노트', '를', '활용', '한다', '논점', '을', '정리', '하기', '위해', '접속사', '를', '적어라', '접속사', '를', '기호', '화', '하여', '시간', '을', '단축', '자주', '나오는', '말', '을', '축약', '한다', '접속사', '를', '도식', '화', '한다', '더', '보기']",일본 식 자기개발서 가 그렇듯이 내용 은 제목 에 다 있음 파란 펜 으로 공부 하 라는 게 다인 책 몇 줄 정리 하자면 선택 집중 계속 곧바로 한다 반드시 한다 될 때 까지 한다 오감 을 사용 함 으로써 뇌 가 활성화 되고 암기 가 가능하다 노트 는 분권 하지 말고 한 권 에 정리 하라 하나 의 주제 를 노트 에 펼친 페이지 에 모두 적으라 일람 성 처음 에는 전체 를 한눈 에 본다 전체 부분 순 으로 본다 펼침 노트 를 활용 한다 논점 을 정리 하기 위해 접속사 를 적어라 접속사 를 기호 화 하여 시간 을 단축 자주 나오는 말 을 축약 한다 접속사 를 도식 화 한다 더 보기
18,인생의 역사,유아론적 글쓰기 방식글을 간명하게 쓰는 시도가 필요하다,1,0,유아론적 글쓰기 방식글을 간명하게 쓰는 시도가 필요하다,"['유아론', '적', '글쓰기', '방식', '글', '을', '간명', '하게', '쓰는', '시도', '가', '필요하다']",유아론 적 글쓰기 방식 글 을 간명 하게 쓰는 시도 가 필요하다
19,우리 둘뿐이다,알려진 것보다 너무 별로였다. 너무 긴장감없는 전개가 실망스럽다,2,0,알려진 것보다 너무 별로였다  너무 긴장감없는 전개가 실망스럽다,"['알려진', '것', '보다', '너무', '별로', '였다', '너무', '긴장감', '없는', '전개', '가', '실망', '스럽다']",알려진 것 보다 너무 별로 였다 너무 긴장감 없는 전개 가 실망 스럽다
20,쿠엔틴 타란티노,인터뷰 모음집이라 그닥.,2,0,인터뷰 모음집이라 그닥 ,"['인터뷰', '모음', '집', '이라', '그닥']",인터뷰 모음 집 이라 그닥
